price,quantity,type
86.3401,35,sell
50.0566,94,sell
59.1272,84,buy
56.3836,93,buy
94.9361,100,sell
96.4159,88,buy
82.5442,14,sell
65.4993,35,sell
103.299,16,sell
55.7313,60,buy
71.4253,86,sell
101.91,51,buy
54.929,43,sell
60.214,41,sell
57.4424,59,buy
86.7791,55,sell
74.2115,93,buy
75.6855,56,buy
83.993,64,sell
72.7461,99,buy
52.9191,76,buy
57.9313,6,buy
58.8225,44,sell
93.4304,51,sell
106.503,72,sell
57.0676,30,sell
65.3645,44,buy
81.7585,11,sell
105.004,31,buy
51.0107,8,sell
69.506,78,buy
56.131,27,sell
68.2577,13,buy
102.001,87,buy
98.7364,20,buy
56.6261,20,buy
50.9081,52,sell
56.9228,80,sell
76.2193,92,buy
94.2829,100,sell
91.5014,80,buy
96.7214,88,buy
99.4535,36,sell
82.6936,93,sell
103.624,14,sell
73.3098,98,sell
79.9347,33,buy
60.6289,99,sell
71.9863,35,sell
96.7745,88,sell
78.7847,95,sell
106.094,95,sell
58.4934,51,buy
107.921,5,sell
92.2767,39,sell
89.1767,55,sell
92.2184,72,sell
58.9941,30,buy
80.8321,33,sell
101.312,38,buy
58.1322,17,buy
78.8303,78,sell
61.6125,95,buy
62.6205,31,sell
89.3458,100,buy
75.4759,41,sell
98.4312,88,sell
59.1714,92,buy
89.0675,37,buy
74.4595,6,sell
101.963,43,buy
60.6423,9,sell
61.5442,43,buy
88.1584,52,sell
108.862,61,buy
93.4117,43,buy
74.8624,51,buy
76.4388,23,sell
68.4647,91,sell
74.5826,41,buy
79.5293,29,buy
54.8002,87,sell
67.6569,34,sell
91.498,39,sell
76.316,61,buy
102.566,25,buy
77.5334,71,sell
107.377,21,buy
93.9407,25,sell
95.5514,13,buy
69.4779,20,buy
64.8524,30,sell
63.511,63,sell
77.2825,75,buy
61.4617,91,sell
59.2718,49,sell
67.1455,30,buy
81.5698,72,buy
64.8238,51,buy
97.0592,90,buy
76.1963,7,sell
105.356,14,buy
93.0678,10,buy
103.704,2,buy
84.7524,57,buy
75.1059,37,sell
78.0535,33,sell
95.1813,47,buy
66.6143,96,sell
101.164,62,sell
92.4074,15,buy
87.4298,27,buy
90.2783,48,sell
97.6122,62,buy
64.5213,26,buy
97.5624,66,buy
103.954,7,buy
51.1833,25,buy
69.2655,46,buy
78.3104,86,buy
65.8467,63,sell
78.967,50,sell
50.0885,39,sell
83.1826,29,sell
55.8784,50,sell
85.2831,56,sell
104.785,33,sell
107.966,86,buy
70.1883,82,buy
55.6823,82,sell
109.98,82,buy
106.679,97,sell
80.376,40,buy
101.51,61,sell
108.289,33,buy
90.4171,85,buy
75.6367,19,buy
62.4695,60,sell
59.9415,64,buy
89.8968,94,sell
59.6081,60,buy
85.9067,63,sell
99.0664,80,sell
90.9938,43,buy
80.2081,69,buy
87.4306,38,buy
65.4043,17,sell
82.4695,19,sell
89.6048,62,buy
56.4986,60,buy
87.1303,5,sell
73.1344,96,buy
65.4696,90,buy
66.2763,80,buy
56.5531,73,sell
56.5061,63,buy
81.2456,5,buy
55.2481,20,buy
72.7794,68,sell
95.3026,89,buy
64.7744,27,sell
94.4438,10,sell
68.6009,1,sell
81.4677,92,buy
96.653,90,sell
103.429,37,sell
84.6777,42,sell
66.2769,64,sell
78.6112,63,buy
84.5086,99,sell
108.586,22,sell
105.443,93,sell
50.3591,78,sell
75.5512,84,sell
102.077,11,sell
102.096,55,sell
60.8823,62,sell
71.7311,43,sell
57.9013,2,sell
109.917,6,sell
64.4968,79,sell
70.2292,50,buy
77.7383,7,sell
82.9585,30,sell
109.564,43,buy
93.7999,5,sell
108.143,8,buy
52.3415,82,sell
60.8011,29,buy
102.112,19,buy
54.3293,3,buy
67.7893,23,sell
96.6679,10,buy
107.927,56,sell
80.1768,97,sell
73.4312,30,sell
88.2368,10,buy
97.4324,47,sell
78.3997,66,sell
95.1776,68,buy
101.85,49,sell
56.1776,53,buy
82.4007,29,sell
87.9992,67,buy
88.1514,21,sell
63.9302,31,sell
107.052,82,sell
80.9534,58,sell
84.4863,7,sell
98.5815,1,sell
96.3401,93,buy
102.48,41,buy
75.3173,81,buy
54.1556,22,buy
54.0498,92,sell
52.1822,10,sell
59.8257,39,buy
75.1098,47,buy
60.1813,62,buy
52.3985,87,sell
84.3441,74,buy
103.53,30,buy
62.5795,36,sell
54.8593,58,sell
91.9843,73,buy
100.005,45,sell
102.923,35,buy
65.9508,65,sell
92.7987,42,buy
104.801,95,sell
109.509,11,buy
90.5675,88,buy
60.8929,47,sell
104.329,72,buy
93.9938,16,buy
98.1059,78,buy
70.3609,84,buy
91.8689,59,sell
77.705,27,buy
54.6309,24,buy
59.0999,76,buy
68.2575,14,buy
56.5454,91,buy
56.7985,50,buy
71.2952,71,buy
75.2821,100,sell
62.5372,20,buy
52.3834,64,buy
108.093,91,sell
62.2458,67,buy
79.0933,78,buy
82.486,31,buy
52.9808,45,buy
99.9453,38,buy
91.6231,41,sell
68.7729,92,sell
80.0237,77,buy
78.8098,60,sell
102.809,5,sell
70.2556,84,sell
92.8318,9,buy
61.7683,23,sell
61.3241,19,sell
52.525,28,buy
97.621,82,buy
108.32,100,buy
80.6523,88,sell
99.0035,62,buy
75.6388,91,sell
68.7242,68,sell
58.2373,23,sell
78.2213,4,buy
107.139,5,sell
88.9359,62,sell
69.5533,44,buy
96.7462,33,buy
90.9522,7,buy
106.611,43,sell
79.1638,6,sell
72.6062,100,sell
60.6745,7,sell
64.3164,95,sell
55.8567,63,sell
90.5612,59,buy
81.0749,79,sell
75.3298,14,sell
80.3409,52,buy
58.0567,60,sell
101.677,51,sell
90.9575,100,sell
102.36,47,sell
81.8569,90,buy
59.899,40,sell
98.6203,97,sell
95.3812,12,buy
93.134,66,buy
101.953,56,sell
107.117,16,buy
108.577,91,sell
60.7682,33,sell
60.3122,37,buy
75.8594,21,sell
80.15,99,sell
62.3668,34,sell
59.4205,90,buy
80.0662,14,buy
68.8157,9,buy
97.1161,20,sell
50.4253,93,buy
108.664,6,buy
55.8276,67,buy
82.5713,13,buy
105.542,63,buy
89.6455,81,sell
102.405,98,buy
88.5236,80,sell
66.1245,43,sell
64.3265,91,buy
107.559,54,sell
58.4951,81,buy
50.9139,39,buy
86.0371,100,buy
90.4495,75,sell
65.8711,5,sell
100.833,48,sell
53.9721,46,sell
55.7968,24,sell
73.9227,28,sell
54.468,46,sell
67.6132,65,buy
98.0819,98,sell
71.2945,87,buy
57.5533,75,sell
58.2433,25,sell
108.11,7,sell
99.7249,76,buy
71.7542,3,sell
95.1332,23,sell
89.8993,85,buy
73.1725,79,sell
61.1935,43,sell
91.418,58,sell
92.3744,51,sell
109.892,26,sell
101.559,54,sell
95.0603,13,buy
87.8104,32,sell
55.7166,25,sell
81.4964,99,buy
69.3249,100,sell
91.8933,58,sell
99.2788,28,sell
77.6004,2,sell
79.034,26,sell
70.026,39,sell
85.6121,57,sell
107.418,44,buy
64.3487,57,sell
96.4014,17,buy
86.4652,48,buy
93.5889,1,buy
94.6349,52,buy
86.9041,88,sell
96.2577,81,sell
100.086,7,sell
106.043,36,buy
88.9422,39,sell
69.2668,24,buy
67.6456,93,buy
72.4757,32,buy
93.7698,82,buy
71.8139,92,buy
93.8075,16,sell
72.2957,70,sell
58.8161,50,buy
50.0156,27,buy
56.1138,90,sell
88.2911,74,buy
51.2459,4,buy
67.3031,71,buy
76.0119,41,buy
77.9356,21,sell
65.5342,69,buy
102.342,65,buy
87.7127,39,buy
65.284,50,buy
93.3688,40,buy
103.868,81,sell
85.0029,22,sell
73.7251,52,buy
54.3565,3,sell
75.883,71,sell
74.5681,71,buy
93.8407,27,sell
109.264,54,buy
92.2238,75,sell
71.01,8,buy
94.4448,38,buy
73.1959,62,sell
87.6321,64,buy
106.249,16,sell
88.409,68,buy
73.4075,72,sell
105.254,92,sell
56.6926,70,sell
85.878,38,buy
75.334,62,buy
61.5306,48,buy
80.9263,31,sell
63.6239,61,buy
98.5747,32,sell
72.3718,62,sell
72.1329,3,buy
55.5385,49,sell
70.3224,89,sell
55.3907,16,sell
88.7495,12,buy
79.3826,88,buy
108.183,8,buy
89.3704,30,buy
62.9233,32,sell
84.8482,82,sell
59.9604,86,buy
76.0369,26,sell
70.2013,48,buy
61.9002,87,sell
51.5476,45,buy
97.8508,61,buy
78.5669,15,sell
79.0493,54,buy
75.7791,52,sell
91.035,43,sell
96.424,10,buy
50.6793,63,buy
60.2514,68,buy
85.5582,67,buy
109.379,98,sell
86.3459,45,buy
79.641,78,buy
83.1569,79,sell
79.3174,13,sell
91.4458,38,buy
56.2191,25,buy
75.7392,32,sell
65.1984,82,sell
71.8817,14,buy
88.6445,15,sell
104.9,100,sell
62.5741,95,buy
80.4855,64,sell
74.412,43,sell
57.8428,33,buy
89.1311,35,buy
69.2535,87,sell
99.2122,38,buy
108.334,24,sell
100.168,54,sell
92.0177,81,sell
107.475,73,buy
99.0817,16,sell
60.0912,41,buy
61.1469,29,buy
74.048,2,buy
64.5559,30,sell
51.7338,57,buy
85.28,52,buy
73.9261,67,sell
52.2971,28,buy
70.8823,22,sell
88.3774,8,sell
103.716,65,sell
57.7474,32,sell
76.9188,50,sell
104.083,34,buy
74.3203,77,buy
76.7273,81,buy
102.685,48,sell
80.3078,21,buy
101.259,81,sell
108.556,94,buy
65.1799,58,sell
95.1112,88,buy
70.8171,80,buy
93.0493,44,sell
79.1457,51,buy
73.4663,21,buy
69.5634,38,buy
53.8291,85,sell
72.5846,2,sell
99.1219,81,buy
50.3715,34,buy
101.899,6,sell
71.5652,2,buy
108.947,51,buy
69.8611,54,sell
96.5072,66,buy
62.1125,83,sell
93.5979,21,sell
109.792,46,sell
77.3193,76,buy
53.5864,74,buy
82.3103,100,sell
54.7396,48,buy
92.9854,99,buy
87.6096,58,sell
54.8308,29,sell
94.3625,56,sell
80.6124,98,buy
84.0663,68,sell
82.3524,39,sell
89.1701,18,sell
109.933,42,sell
54.5192,62,sell
68.376,61,buy
58.0535,85,buy
104.939,37,sell
67.4479,45,sell
52.9788,68,sell
50.5968,5,sell
96.6279,56,buy
100.586,27,buy
63.9697,12,buy
93.1626,99,sell
65.4418,32,sell
96.6311,1,buy
78.4728,42,sell
88.6967,5,buy
94.0961,6,sell
80.4402,12,sell
61.059,23,buy
66.0689,83,sell
56.7638,6,sell
64.1348,90,buy
50.199,74,sell
104.569,9,buy
69.606,48,sell
80.7115,51,sell
53.0185,4,buy
102.961,97,sell
68.7078,90,buy
108.506,65,sell
71.8371,97,buy
82.3879,61,buy
63.7649,26,buy
83.2556,27,buy
50.2307,58,sell
104.873,9,sell
81.2611,15,buy
71.8253,35,sell
94.7256,81,buy
100.783,76,buy
83.1317,90,buy
96.7809,51,buy
108.341,50,sell
66.879,12,buy
101.203,73,sell
109.333,50,buy
70.0815,17,buy
88.201,13,sell
68.6483,19,sell
77.3547,17,buy
75.7766,30,sell
69.712,37,sell
57.3458,82,buy
79.5691,69,sell
63.7328,12,buy
85.0005,95,sell
95.764,16,sell
84.7238,39,sell
52.7877,57,sell
91.8316,13,sell
100.386,71,buy
51.5373,32,buy
68.8624,6,sell
105.074,43,buy
89.4424,98,buy
67.6504,55,buy
97.9054,76,buy
66.0426,27,buy
90.8237,83,sell
109.449,35,buy
96.0525,64,buy
88.4019,55,sell
92.7396,56,buy
90.9179,50,sell
102.775,43,sell
56.4137,53,sell
61.9288,41,buy
68.2155,7,sell
77.5297,95,sell
74.2499,67,sell
88.6939,48,sell
62.9248,100,buy
82.8929,51,sell
97.9888,9,buy
78.6633,17,buy
66.9638,8,sell
93.6394,93,sell
92.1485,3,buy
85.4826,7,sell
80.6289,46,sell
63.172,35,sell
51.1889,27,buy
102.024,34,sell
71.4719,92,sell
55.9917,37,sell
52.8831,73,buy
100.897,31,sell
99.5981,18,buy
66.9136,42,sell
65.0125,75,buy
69.8693,55,buy
76.4071,34,sell
98.7632,60,sell
71.1233,57,buy
61.9962,65,sell
61.7416,62,sell
92.3356,40,buy
108.611,45,buy
61.037,55,sell
69.0146,86,buy
59.6354,43,sell
79.3759,51,sell
88.2972,38,buy
54.4135,69,sell
63.032,96,buy
63.6553,65,buy
59.7747,72,buy
92.7113,53,sell
95.6688,66,buy
62.8571,18,buy
89.8569,87,sell
87.8608,98,sell
103.832,43,buy
103.715,2,sell
92.2093,100,buy
99.857,59,buy
51.0037,24,sell
70.5524,41,sell
56.797,81,buy
73.2728,100,buy
101.099,74,sell
97.6772,80,sell
83.2527,43,buy
60.7204,41,sell
102.673,9,sell
59.8358,55,sell
80.3619,24,buy
103.451,100,sell
80.4802,39,buy
68.6591,36,buy
61.391,75,sell
72.8534,24,sell
77.9793,41,buy
74.8389,61,sell
57.5434,1,buy
92.0172,68,buy
77.0091,28,buy
76.0502,36,sell
91.5657,100,sell
100.321,87,sell
106.373,96,sell
71.9152,90,buy
72.7071,70,buy
102.698,19,sell
82.2015,92,buy
66.4031,36,buy
86.9565,56,sell
50.8086,25,sell
63.48,18,sell
71.86,71,sell
64.4021,45,sell
58.0208,35,buy
69.5931,59,buy
81.9816,95,sell
101.966,53,sell
52.2922,97,sell
82.6717,62,sell
73.4524,42,sell
60.6632,26,sell
65.7603,63,buy
58.1501,11,buy
90.4757,18,buy
60.8777,31,sell
67.7068,90,buy
75.9733,48,buy
92.5957,46,sell
62.1417,36,buy
78.0859,8,buy
77.0596,69,buy
65.4316,9,buy
63.4019,84,buy
62.6697,42,sell
88.8965,44,sell
72.4401,2,sell
51.105,42,buy
51.2214,43,sell
52.3096,17,buy
103.538,70,sell
105.744,3,sell
59.3669,30,buy
106.65,26,sell
61.8352,9,sell
98.5588,17,buy
103.228,16,sell
86.5562,57,sell
61.2002,13,buy
92.5566,50,buy
86.8205,22,sell
79.2326,83,buy
99.3244,58,buy
80.8247,8,sell
55.687,98,sell
65.3786,96,sell
70.384,70,sell
54.2627,18,buy
79.3217,43,buy
69.135,38,sell
65.3759,64,buy
97.7917,1,buy
90.1541,74,sell
56.4593,65,sell
53.0384,60,sell
75.1235,32,sell
61.8886,4,buy
65.9712,70,buy
62.3595,82,sell
67.6086,39,buy
81.9835,32,buy
53.7978,59,sell
84.2141,35,sell
106.911,85,buy
84.7517,83,sell
60.3894,30,sell
87.3573,82,buy
50.0281,59,sell
76.3248,34,buy
73.7607,28,sell
78.6707,12,buy
97.9198,26,buy
97.3089,31,sell
89.7075,30,sell
76.0333,12,sell
85.0081,97,sell
85.0198,74,sell
64.5772,47,buy
100.82,71,sell
90.8463,60,sell
76.0859,4,buy
53.3842,77,buy
107.229,88,sell
81.4465,66,buy
54.7573,94,sell
99.9382,56,buy
89.2068,50,sell
97.3373,19,buy
50.995,36,buy
77.9799,23,sell
109.152,36,buy
89.8133,18,sell
50.7612,6,buy
97.4173,27,buy
60.4538,61,sell
109.858,90,buy
94.557,13,sell
78.3193,37,sell
100.797,44,sell
94.6036,7,sell
63.0419,8,buy
60.3985,70,sell
86.0267,91,buy
90.3656,67,sell
79.5556,14,sell
75.4887,26,buy
106.334,67,sell
69.952,17,buy
65.8083,20,buy
99.4063,96,sell
94.8003,9,buy
82.474,53,sell
96.8497,87,buy
50.2127,34,buy
101.572,4,buy
93.7016,95,sell
97.5837,95,sell
101.503,71,sell
92.3754,71,buy
54.2751,65,sell
55.6537,48,buy
50.9008,79,buy
108.024,26,sell
72.2339,67,sell
95.9364,63,buy
101.706,7,sell
107.442,51,sell
96.5058,81,sell
90.5462,12,sell
106.906,80,buy
97.0567,32,buy
100.581,27,sell
80.4517,5,buy
105.145,59,buy
83.2249,37,sell
79.1848,45,sell
103.331,70,buy
51.4678,88,buy
107.939,18,buy
69.8333,36,buy
53.137,56,sell
94.4608,33,buy
105.8,88,buy
89.9787,41,sell
58.14,92,sell
51.8957,65,sell
66.5668,86,sell
80.1143,72,sell
53.1127,37,sell
81.2797,21,sell
67.6174,94,sell
80.2822,49,buy
94.3584,80,sell
94.8225,88,sell
98.5694,1,sell
70.9217,68,buy
69.9549,29,buy
85.6853,80,buy
55.715,21,buy
53.8437,95,sell
104.501,25,sell
92.8474,57,sell
101.643,19,buy
106.309,11,buy
97.9634,75,buy
80.0889,55,buy
77.953,61,sell
82.1938,62,sell
77.7115,42,buy
105.639,31,buy
103.94,90,buy
58.3888,28,sell
106.286,24,buy
53.1918,80,sell
100.967,58,buy
52.6126,95,sell
102.102,44,sell
101.229,47,sell
57.3348,61,buy
109.874,58,sell
99.2103,35,buy
53.0488,18,sell
50.4033,73,sell
81.6702,46,buy
73.1065,88,buy
107.805,91,buy
109.396,77,sell
104.432,73,buy
89.5802,94,sell
84.6241,55,sell
108.838,14,sell
76.0242,87,sell
66.9921,56,buy
95.1642,2,sell
108.717,9,sell
61.7727,16,buy
98.5645,94,sell
103.545,58,sell
103.104,37,buy
53.3608,10,buy
80.3859,33,buy
91.2341,62,sell
83.0664,93,buy
107.228,58,buy
54.5812,2,buy
90.5533,85,buy
104.21,28,buy
100.326,33,sell
82.3365,4,sell
106.192,70,sell
59.6957,3,sell
77.4106,88,buy
62.9529,96,sell
56.8378,15,buy
84.1395,86,sell
65.6962,14,buy
84.2521,51,buy
83.4133,22,sell
99.346,92,buy
88.3537,39,sell
60.0637,85,sell
80.333,63,buy
84.7227,5,sell
106.622,4,sell
50.4465,46,buy
104.064,83,buy
73.2726,36,sell
55.1762,58,buy
62.9208,25,sell
103.349,93,buy
91.288,5,sell
72.1739,89,sell
56.2284,80,buy
84.7529,4,sell
66.881,15,buy
61.0058,78,sell
55.0876,22,sell
90.4931,55,buy
78.6583,61,sell
83.3019,13,sell
86.8447,55,sell
107.998,80,buy
94.8592,22,buy
59.6181,25,buy
98.0396,68,sell
105.028,24,buy
54.042,67,buy
55.193,75,sell
60.8135,41,buy
97.0977,25,sell
72.2124,55,buy
51.5858,82,buy
51.2637,92,sell
61.4,27,sell
99.7845,7,buy
103.816,31,sell
80.8168,14,sell
59.3783,2,buy
80.7211,31,sell
80.2093,83,buy
88.7847,59,sell
50.678,1,buy
50.2353,16,buy
103.363,11,sell
76.7391,9,buy
90.5474,1,sell
59.6592,93,buy
96.8657,34,buy
60.8164,77,buy
60.8232,84,buy
83.2499,7,sell
58.6307,59,sell
79.9943,96,buy
93.827,11,buy
106.465,78,buy
80.9136,24,buy
92.3853,91,sell
74.0591,79,buy
72.3741,75,sell
73.1195,66,buy
59.5625,65,buy
99.0906,44,sell
88.7738,71,sell
107.807,22,buy
102.17,67,buy
68.1317,48,sell
81.9969,50,sell
88.5774,35,buy
50.7858,45,buy
71.844,32,buy
89.0564,4,buy
64.685,33,sell
55.3851,76,buy
59.6275,98,buy
83.3538,87,sell
88.7285,51,buy
106.115,33,sell
109.501,32,sell
80.1991,16,sell
54.2414,16,sell
59.268,28,buy
54.4009,72,buy
100.425,1,sell
81.6073,74,sell
86.185,82,sell
84.6142,45,buy
93.8181,57,sell
73.2347,70,buy
90.36,48,buy
89.3747,92,sell
67.3784,55,sell
90.4301,56,buy
56.7893,22,sell
108.557,62,buy
94.7054,44,buy
54.0823,68,sell
60.4341,20,sell
85.3601,58,sell
77.7692,97,sell
107.246,86,buy
79.848,16,buy
85.3941,5,sell
94.5007,86,buy
89.6304,26,sell
91.6389,51,sell
77.0791,35,sell
105.858,45,sell
108.01,52,buy
92.2875,62,sell
60.3612,94,buy
63.077,18,sell
96.4671,95,buy
67.1931,83,sell
92.3154,5,buy
54.6018,70,sell
104.776,95,sell
78.9949,75,buy
57.1709,5,sell
68.0911,77,sell
76.0764,76,sell
73.3086,14,sell
78.5353,58,sell
105.303,45,buy
54.3687,44,buy
92.0405,8,sell
107.272,24,buy
101.616,48,buy
103.889,92,buy
74.3187,9,sell
98.55,93,buy
98.8574,47,sell
105.659,25,sell
60.8538,42,sell
74.5208,59,buy
63.1302,20,sell
87.723,4,sell
88.3755,5,sell
105.625,80,buy
65.5338,19,buy
69.7487,30,buy
77.3514,96,sell
74.9578,47,sell
66.2318,14,buy
52.7145,10,sell
89.4133,60,sell
66.766,60,buy
85.2546,12,buy
73.7634,62,buy
58.1392,52,buy
76.5919,74,sell
57.5379,46,sell
70.6659,26,buy
76.4044,95,buy
64.6572,22,buy
56.8632,12,buy
89.6046,37,sell
65.6346,30,buy
87.6316,97,buy
64.1585,27,buy
57.3184,6,sell
92.1535,99,sell
72.9484,6,buy
87.2341,97,buy
78.0257,67,sell
96.2512,84,sell
102.525,40,buy
53.474,1,sell
73.9038,26,sell
71.0402,34,sell
107.907,24,sell
68.6987,56,sell
106.123,90,sell
87.5171,84,buy
75.8405,13,sell
77.579,96,buy
81.8384,39,buy
90.8554,11,sell
63.4064,95,sell
91.465,12,buy
105.607,41,buy
50.3221,95,sell
102.713,71,sell
106.069,46,buy
60.34,79,sell
92.0795,49,buy
93.7856,57,sell
74.4553,89,sell
67.4453,58,sell
81.8161,62,buy
69.7858,49,sell
108.496,46,buy
105.512,37,sell
71.636,14,buy
77.5669,23,buy
52.5906,76,buy
92.6939,59,buy
51.5984,86,sell
92.0283,49,buy
79.7721,100,buy
108.062,16,buy
93.7016,92,sell
76.6561,55,sell
75.3175,90,sell
92.9381,28,sell
54.1105,11,buy
58.0236,6,buy
95.6475,38,sell
68.3441,93,sell
89.3319,54,sell
63.6791,26,sell
101.12,20,buy
59.6092,43,sell
75.8091,90,sell
88.0912,42,buy
99.4809,12,buy
97.7549,26,buy
67.0027,82,sell
84.4959,38,sell
94.2393,7,sell
81.7528,10,buy
98.3801,58,sell
100.966,6,buy
79.8468,17,sell
79.8707,29,buy
68.6308,13,sell
65.5469,84,sell
79.2794,95,sell
90.1958,34,buy
52.7384,82,buy
106.815,39,buy
105.498,95,buy
94.5441,82,sell
67.2354,28,sell
109.164,41,buy
91.0122,29,sell
51.9892,20,buy
73.9531,20,sell
74.8034,24,sell
81.1205,66,buy
68.2218,66,buy
68.186,22,buy
92.6513,51,buy
50.3053,97,buy
104.588,15,sell
81.5869,60,sell
78.378,38,buy
54.6704,70,buy
77.1219,11,sell
52.0883,32,buy
67.3299,2,buy
106.242,60,sell
89.4906,59,sell
52.1721,84,sell
54.7463,55,sell
98.4826,84,buy
108.82,25,sell
109.192,95,buy
85.8742,48,sell
97.5516,68,sell
61.8974,14,sell
85.2728,72,sell
109.481,50,buy
71.1548,76,sell
60.7434,53,buy
107.077,6,buy
76.892,41,sell
92.4525,97,buy
86.1085,71,sell
93.6905,67,sell
97.0313,39,buy
60.5723,77,buy
83.2087,91,sell
93.1003,50,sell
50.171,28,sell
94.917,62,buy
56.331,92,buy
101.405,33,buy
71.391,97,buy
104.959,18,buy
81.0094,68,buy
90.4425,47,buy
93.0261,70,sell
57.9258,24,sell
79.9091,9,sell
105.252,20,buy
68.7211,70,buy
109.921,17,buy
50.0509,21,sell
51.6338,91,sell
61.3383,77,sell
84.5892,53,buy
74.9321,71,buy
85.5959,94,buy
60.2203,24,buy
71.2199,18,buy
58.2056,24,buy
70.8657,51,buy
56.665,65,sell
81.1923,35,buy
83.749,18,buy
62.085,20,sell
82.0542,23,buy
59.2834,53,buy
58.4956,73,buy
91.3557,5,sell
75.3509,18,sell
61.5044,29,buy
66.7935,15,sell
100.608,59,sell
70.8157,93,buy
97.3341,6,sell
109.385,69,buy
108.654,21,buy
63.4449,74,sell
106.459,56,sell
61.1335,60,sell
92.9199,69,buy
66.2407,60,sell
52.121,47,sell
77.3498,63,buy
88.6807,88,buy
91.0659,30,sell
54.8509,16,buy
108.249,37,sell
91.3029,49,sell
74.6346,56,sell
69.3558,35,sell
85.626,30,sell
83.0006,13,sell
73.7623,50,sell
87.7249,89,sell
77.5205,6,sell
63.7181,59,buy
90.7614,56,sell
59.0723,58,buy
91.028,37,buy
68.6018,44,buy
109.655,21,sell
65.8903,44,sell
60.7727,93,sell
64.3717,3,sell
89.0201,78,buy
61.1331,74,sell
94.7989,47,buy
91.142,97,buy
84.6584,36,sell
102.99,9,sell
106.523,7,buy
70.811,13,sell
102.098,23,sell
64.194,60,buy
92.0271,16,sell
65.4176,93,buy
92.7233,6,sell
86.9288,64,sell
54.7008,82,buy
102.092,61,sell
98.164,7,sell
74.2959,23,sell
67.5238,77,sell
84.8747,2,buy
72.3495,11,sell
50.5557,100,sell
100.305,95,sell
66.0454,98,sell
61.0622,40,buy
84.1973,29,buy
91.3152,41,sell
88.0101,4,sell
92.0383,94,buy
79.1491,44,sell
109.506,82,sell
99.586,100,sell
68.246,35,sell
50.2871,48,buy
93.6687,9,sell
99.5393,26,buy
99.3561,27,sell
56.1655,40,sell
54.4786,89,sell
55.7542,41,sell
100.373,22,sell
95.8066,16,sell
74.5088,96,sell
92.6329,44,buy
52.6096,95,buy
100.008,47,sell
98.2006,12,sell
109.806,40,buy
84.0952,98,sell
82.615,20,buy
62.6203,1,sell
75.5081,91,buy
70.6423,42,sell
81.4388,53,buy
69.3436,27,buy
87.1894,16,buy
92.205,70,buy
95.7392,79,sell
80.1887,48,buy
86.9718,22,sell
84.1979,56,sell
67.0477,54,buy
62.1841,50,buy
50.9583,65,sell
87.7568,49,sell
105.773,78,buy
66.1344,40,sell
75.6906,23,sell
102.152,61,sell
55.2308,92,buy
54.7846,39,sell
59.1522,59,buy
65.5947,71,buy
88.765,11,buy
73.7348,88,sell
92.4895,91,buy
105.063,55,sell
71.733,14,sell
81.8027,12,buy
60.4948,1,buy
78.2503,66,sell
96.8827,94,sell
60.0287,31,sell
76.0179,79,sell
93.2578,22,buy
59.3215,13,sell
59.9372,23,buy
74.3233,14,sell
85.3328,51,sell
88.3736,75,buy
74.3295,13,sell
88.3865,4,buy
78.7708,50,sell
98.3349,81,buy
88.4999,68,buy
107.076,27,buy
62.332,98,sell
75.6751,7,buy
106.618,86,sell
72.3191,12,sell
53.8058,13,sell
100.056,60,sell
77.6304,80,buy
53.6637,79,sell
69.707,27,sell
73.0686,26,sell
89.001,41,sell
54.5904,29,sell
102.705,10,sell
63.7603,60,buy
76.9216,49,sell
68.1347,43,buy
81.1604,35,buy
97.5846,21,sell
108.244,68,sell
82.4787,65,sell
61.1995,66,sell
79.6977,99,sell
69.5364,35,sell
103.898,5,buy
71.1853,75,buy
55.0087,81,buy
68.052,64,sell
57.8375,80,sell
101.88,32,sell
74.2219,60,sell
75.8779,93,buy
88.0847,13,buy
71.8061,33,sell
50.0686,87,sell
74.1451,88,buy
75.9255,52,buy
55.5287,89,buy
58.9445,55,sell
90.8624,19,buy
101.078,41,sell
54.496,46,sell
100.407,25,sell
84.5105,41,sell
63.075,20,buy
105.091,80,sell
105.095,78,sell
106.757,32,buy
101.439,19,buy
68.5262,24,sell
53.6198,24,buy
84.5342,86,sell
59.9314,12,buy
97.4968,58,sell
79.2431,69,buy
87.9671,60,sell
91.2951,49,sell
69.3666,52,sell
56.4758,6,sell
53.3167,86,sell
56.0757,26,sell
87.7383,56,sell
89.9156,41,sell
61.0503,69,buy
97.1319,2,buy
59.3104,94,sell
76.6273,61,buy
55.7927,33,buy
94.542,48,sell
56.6873,9,buy
55.9969,5,buy
54.5189,42,buy
60.6711,68,buy
106.724,60,buy
66.9458,27,sell
88.6915,34,sell
82.4673,87,sell
101.945,28,sell
62.3501,68,buy
66.2132,86,sell
73.9766,56,sell
102.524,2,buy
100.101,95,sell
71.0669,17,sell
56.2774,83,sell
79.596,6,sell
73.2362,23,buy
95.7536,14,buy
102.476,30,sell
82.3734,60,buy
50.9743,64,buy
83.3975,98,sell
56.6978,65,sell
54.8,41,sell
100.147,8,sell
79.4862,1,sell
89.0802,49,sell
50.1595,35,sell
73.9152,66,buy
53.2172,99,buy
55.11,78,sell
62.4749,13,buy
63.5967,35,buy
63.0223,3,buy
101.392,43,buy
94.313,76,sell
104.324,63,buy
66.0125,8,buy
75.9572,25,sell
104.779,98,sell
76.1021,45,sell
